ban,tipo_cliente,canal_contato,tentativas_contato,texto,urgencia,valor_mensalidade,dias_atraso,valor_total_divida,historico_pagamento,estado,data_chamado
000001057,Pessoa Jurídica,Telefone,2,consulta de valores. por favor,Baixa,16.6,29,81.49,regular,PE,2024-11-03T07:28:28.922989
000001381,Pessoa Física,Telefone,4,como posso pagar. aguardo uma resposta,Baixa,190.04,27,639.93,bom,RJ,2025-03-22T00:42:37.599410
000007039,Pessoa Física,Telefone,2,parcelamento da dívida. o mais rápido possível,Média,113.05,119,207.58,bom,SP,2024-10-19T08:38:18.541757
000006416,Pessoa Física,Email,2,proposta de pagamento. muito obrigado,Média,139.42,49,272.43,regular,RS,2025-04-10T15:26:51.428384
000006528,Pessoa Física,Email,4,consulta de valores.,Baixa,145.49,24,448.62,regular,SP,2025-05-31T04:41:11.162830
000005652,Pessoa Jurídica,Telefone,4,segunda via do boleto.,Baixa,130.08,26,533.9,bom,MT,2025-01-24T15:19:12.111341
000005568,Pessoa Física,Chat,1,quero negociar.,Média,65.36,58,85.61,bom,MA,2025-05-01T10:56:21.218663
000001231,Pessoa Física,Telefone,1,parcelamento da dívida. muito obrigado,Média,77.32,68,290.0,bom,RR,2025-01-24T12:21:29.040087
000000969,Pessoa Física,Email,4,proposta de pagamento. aguardo uma resposta,Média,60.42,36,85.34,regular,AP,2025-08-24T08:26:05.113992
000000236,Pessoa Jurídica,Telefone,1,consulta de valores.,Baixa,163.8,30,716.86,regular,SC,2025-01-27T16:56:55.118819
000008707,Pessoa Física,Telefone,1,segunda via do boleto.,Baixa,58.28,4,182.33,regular,MA,2024-12-11T19:59:49.917549
000005283,Pessoa Física,Email,1,parcelamento da dívida. o mais rápido possível,Média,93.45,36,463.4,ruim,RS,2025-01-11T13:13:54.456270
000006840,Pessoa Física,Chat,1,quero negociar.,Média,172.27,7,691.13,ruim,RJ,2025-01-27T01:46:43.683311
000008161,Pessoa Física,Email,3,como posso pagar. o mais rápido possível,Baixa,74.81,18,223.6,bom,AM,2025-03-12T14:54:07.252671
000005064,Pessoa Física,Telefone,3,consulta de valores. por favor,Baixa,125.98,12,197.12,regular,RJ,2024-11-14T11:29:14.458221
000004383,Pessoa Física,Telefone,3,dúvida sobre a fatura. o mais rápido possível,Baixa,150.37,10,476.61,regular,CE,2024-11-26T01:05:52.628720
000009661,Pessoa Física,Telefone,4,quero negociar.,Média,117.65,9,171.51,ruim,SC,2025-01-10T10:49:24.966320
000002819,Pessoa Física,Email,4,quero negociar. aguardo uma resposta,Média,126.23,39,583.26,ruim,PE,2024-10-08T01:55:30.206071
000003997,Premium,Redes Sociais,1,como posso pagar.,Baixa,141.32,30,271.37,bom,PA,2025-05-18T00:46:27.729745
000008652,Pessoa Física,Telefone,3,consulta de valores. o mais rápido possível,Baixa,191.45,16,854.15,bom,MG,2025-04-08T06:19:14.597440
000004748,Pessoa Física,Redes Sociais,1,como posso pagar.,Baixa,82.63,23,183.08,regular,GO,2024-12-16T22:59:45.830768
000005945,Pessoa Física,Chat,3,preciso de um desconto,Média,102.43,83,193.35,bom,DF,2025-02-07T10:59:34.994483
000007857,Pessoa Física,Chat,1,dúvida sobre a fatura.,Baixa,145.31,11,322.14,bom,PR,2025-01-26T19:57:02.283296
000002910,Pessoa Física,Telefone,2,preciso de informação. por favor,Baixa,112.13,17,429.48,bom,SP,2024-11-23T05:02:29.475170
000003626,Pessoa Jurídica,Telefone,2,proposta de pagamento. por favor,Média,97.56,16,302.52,ruim,CE,2025-06-16T18:23:01.639641
000008688,Pessoa Física,Chat,1,ajuda temporária. muito obrigado,Média,161.24,55,230.56,bom,MG,2025-01-13T23:14:41.900275
000002195,Pessoa Jurídica,Telefone,2,segunda via do boleto. muito obrigado,Baixa,30.98,10,47.96,regular,BA,2024-12-30T22:15:58.222064
000002398,Pessoa Física,Telefone,2,parcelamento da dívida.,Média,165.13,85,415.16,ruim,SP,2024-10-28T12:41:10.478979
000009058,Pessoa Física,Redes Sociais,4,proposta de pagamento. por favor,Média,183.52,9,432.04,ruim,CE,2025-05-14T11:54:12.913713
000004036,Pessoa Física,Chat,3,dúvida sobre a fatura.,Baixa,111.79,4,492.65,regular,MA,2025-02-03T05:29:31.804493
000003025,Pessoa Física,Email,4,consulta de valores.,Baixa,67.38,6,221.61,regular,GO,2025-03-13T13:05:49.400158
000006210,Pessoa Jurídica,Chat,4,dúvida sobre a fatura.,Baixa,127.1,12,222.03,bom,AP,2024-11-19T00:23:08.943619
000002555,Pessoa Física,Chat,2,renegociar valores.,Média,139.26,22,155.05,ruim,RJ,2025-03-23T10:32:36.392580
000003715,Pessoa Física,Telefone,3,preciso de informação.,Baixa,54.37,16,76.63,bom,MT,2025-06-06T05:25:24.979570
000007806,Pessoa Física,Telefone,2,dúvida sobre a fatura.,Baixa,123.28,11,468.67,bom,SC,2024-11-10T04:43:05.813798
000004234,Pessoa Física,Redes Sociais,3,preciso de informação.,Baixa,197.99,18,868.86,bom,SC,2024-10-22T03:47:06.474999
000007993,Pessoa Física,Redes Sociais,4,parcelamento da dívida,Média,170.5,37,704.19,bom,PA,2025-03-07T06:29:04.934636
000006414,Pessoa Física,Redes Sociais,2,preciso de um desconto.,Média,140.98,37,586.41,regular,RS,2024-12-06T21:06:37.066485
000000918,Pessoa Física,Físico,3,dúvida sobre a fatura.,Baixa,136.36,27,278.7,bom,BA,2025-05-08T05:38:42.461375
000008886,Pessoa Jurídica,Telefone,7,preciso de ajuda.,Alta,121.56,61,602.49,bom,DF,2025-05-07T00:08:49.669911
000009419,Pessoa Física,Telefone,3,como posso pagar. aguardo uma resposta,Baixa,126.03,19,169.59,bom,SP,2025-08-03T21:53:32.910753
000000157,Pessoa Física,Redes Sociais,3,renegociar valores.,Média,116.2,2,497.85,ruim,SP,2025-06-14T22:39:30.449657
000008397,Pessoa Jurídica,Telefone,2,segunda via do boleto.,Baixa,128.18,8,177.82,regular,SP,2025-05-15T14:39:38.404074
000005718,Pessoa Física,Email,2,dúvida sobre a fatura.,Baixa,54.73,9,113.3,bom,GO,2025-01-24T14:58:05.144041
000003255,Pessoa Física,Email,3,segunda via do boleto.,Baixa,33.4,17,99.59,bom,RN,2025-07-28T01:41:18.727783
000009516,Pessoa Física,Chat,2,proposta de pagamento.,Média,89.96,47,109.15,bom,RJ,2025-06-19T21:17:13.588714
000007251,Pessoa Física,Email,4,renegociar valores.,Média,161.29,37,415.59,bom,SP,2025-06-04T12:52:33.856549
000001504,Pessoa Física,Chat,2,quero negociar,Média,143.75,7,345.07,ruim,RJ,2025-04-15T08:35:21.061122
000006696,Pessoa Física,Telefone,4,segunda via do boleto. por favor,Baixa,153.85,16,552.12,bom,RN,2025-09-23T03:15:00.315970
000000922,Pessoa Jurídica,Email,2,como posso pagar.,Baixa,123.81,22,479.4,regular,SP,2025-07-05T12:50:58.301688
000005627,Pessoa Física,Telefone,1,preciso de um desconto. muito obrigado,Média,168.6,87,229.63,bom,SP,2025-03-21T14:21:43.627977
000006626,Pessoa Física,Telefone,4,como posso pagar.,Baixa,173.3,2,199.69,bom,SP,2024-11-19T15:28:26.868807
000005922,Pessoa Jurídica,Físico,2,parcelamento da dívida. por favor,Média,167.79,14,688.54,ruim,DF,2025-07-26T09:26:42.973870
000000716,Pessoa Física,Chat,4,preciso de um desconto,Média,92.73,88,288.57,bom,SP,2025-09-03T09:57:42.303981
000004617,Pessoa Física,Telefone,3,renegociar valores. por favor,Média,122.2,75,383.53,regular,MT,2025-03-22T12:58:57.121242
000008641,Pessoa Física,Email,2,como posso pagar.,Baixa,101.47,9,499.52,bom,PR,2025-03-17T21:43:47.402034
000005380,Pessoa Física,Email,3,consulta de valores. muito obrigado,Baixa,179.0,2,492.42,regular,BA,2025-06-09T12:09:28.748748
000005460,Pessoa Física,Telefone,4,parcelamento da dívida. aguardo uma resposta,Média,164.91,19,294.33,ruim,BA,2025-06-18T21:46:13.724904
000000787,Pessoa Física,Telefone,3,proposta de pagamento.,Média,138.29,41,514.79,ruim,BA,2025-03-21T11:44:34.512852
000001147,Pessoa Física,Telefone,3,dúvida sobre a fatura.,Baixa,147.56,9,629.01,bom,MG,2024-12-26T03:09:51.133021
000006086,Pessoa Física,Email,2,renegociar valores.,Média,131.67,55,396.25,ruim,AM,2024-12-23T05:55:00.500519
000004106,Pessoa Física,Chat,3,consulta de valores. muito obrigado,Baixa,82.68,9,311.48,regular,RS,2025-08-13T00:21:05.885636
000008332,Pessoa Física,Redes Sociais,2,ajuda temporária.,Média,162.89,20,497.75,ruim,AP,2025-05-15T20:09:16.574585
000001126,Pessoa Física,Email,3,dúvida sobre a fatura. muito obrigado,Baixa,200.71,26,527.75,bom,RS,2025-08-31T22:06:50.852660
000001002,Pessoa Física,Chat,3,como posso pagar.,Baixa,140.22,10,159.45,bom,AM,2025-02-22T17:02:25.804341
000008421,Pessoa Física,Telefone,2,como posso pagar. aguardo uma resposta,Baixa,115.18,10,195.23,regular,GO,2025-06-15T00:50:31.899238
000003286,Pessoa Física,Chat,4,dúvida sobre a fatura,Baixa,90.92,14,265.4,regular,BA,2025-06-02T11:00:07.171643
000009924,Pessoa Física,Chat,3,renegociar valores. muito obrigado,Média,109.72,37,283.75,regular,MA,2025-07-17T14:25:59.398642
000009724,Premium,Telefone,2,como posso pagar.,Baixa,69.01,4,301.68,bom,SP,2025-08-20T19:07:44.609297
000007711,Pessoa Física,Redes Sociais,3,segunda via do boleto.,Baixa,83.4,21,119.58,bom,RJ,2025-03-17T01:33:32.100666
000006261,Pessoa Jurídica,Chat,2,dúvida sobre a fatura.,Baixa,113.3,24,136.02,bom,CE,2024-10-13T13:28:35.230478
000005883,Pessoa Física,Email,4,segunda via do boleto. por favor,Baixa,132.66,17,178.9,bom,SC,2025-03-25T02:51:18.974519
000001224,Pessoa Física,Email,2,quero negociar. por favor,Média,60.98,55,226.38,bom,CE,2025-02-07T20:50:03.197946
000006055,Pessoa Física,Telefone,3,parcelamento da dívida. o mais rápido possível,Média,127.69,19,431.32,ruim,RS,2025-03-19T23:19:20.044871
000009742,Pessoa Física,Telefone,4,dúvida sobre a fatura.,Baixa,183.3,21,646.84,bom,SP,2024-12-03T21:23:37.257719
000000642,Pessoa Jurídica,Email,1,segunda via do boleto.,Baixa,137.42,19,223.68,bom,MG,2025-07-09T23:46:45.644874
000005529,Pessoa Física,Chat,4,segunda via do boleto,Baixa,139.81,26,428.58,regular,PE,2025-05-11T06:33:58.811098
000002956,Pessoa Física,Telefone,2,consulta de valores.,Baixa,136.23,4,554.55,regular,RJ,2024-11-18T00:53:36.888788
000005093,Pessoa Física,Telefone,1,ajuda temporária.,Média,55.99,45,209.15,regular,CE,2024-11-09T02:28:02.586616
000006563,Premium,Telefone,1,consulta de valores. muito obrigado,Baixa,59.52,2,163.96,regular,RJ,2025-07-28T02:39:38.785982
000004170,Pessoa Física,Chat,2,consulta de valores. por favor,Baixa,143.92,21,203.5,bom,SP,2025-07-20T12:22:32.709931
000003213,Pessoa Física,Telefone,2,dúvida sobre a fatura.,Baixa,148.41,20,665.26,regular,MG,2025-01-29T12:41:02.986295
000009442,Pessoa Física,Chat,3,segunda via do boleto.,Baixa,161.79,6,502.33,bom,RJ,2025-05-27T17:07:24.778208
000004236,Pessoa Física,Telefone,4,preciso de informação.,Baixa,174.01,2,793.25,bom,AM,2025-07-18T22:26:51.957332
000000686,Pessoa Física,Chat,1,renegociar valores.,Média,99.34,4,273.66,ruim,PR,2025-04-15T02:06:29.179171
000007065,Governo,Telefone,1,preciso de informação. aguardo uma resposta,Baixa,158.83,8,309.41,regular,SP,2025-02-25T21:38:57.679223
000004845,Premium,Telefone,1,proposta de pagamento.,Média,158.28,43,352.91,regular,AM,2025-03-02T12:19:15.068461
000003290,Pessoa Física,Chat,2,ajuda temporária.,Média,181.45,39,484.94,bom,RJ,2025-05-17T06:37:41.378838
000006289,Pessoa Física,Telefone,3,segunda via do boleto.,Baixa,184.12,3,636.48,bom,PE,2025-04-20T15:22:40.479733
000007959,Pessoa Física,Físico,1,como posso pagar.,Baixa,104.41,8,425.54,regular,RS,2025-09-23T05:05:22.254702
000006063,Pessoa Física,Telefone,2,ajuda temporária.,Média,116.82,44,230.2,bom,RO,2025-02-19T16:37:52.662082
000003718,Pessoa Jurídica,Telefone,3,parcelamento da dívida.,Média,128.31,7,224.66,ruim,RJ,2025-02-03T22:48:24.741122
000000937,Pessoa Jurídica,Email,2,proposta de pagamento. por favor,Média,86.91,109,157.36,bom,SP,2025-07-26T18:46:41.025516
000001252,Pessoa Física,Telefone,4,consulta de valores.,Baixa,164.32,7,778.55,regular,RJ,2025-05-06T08:29:28.555041
000003160,Premium,Email,2,consulta de valores.,Baixa,111.51,28,184.64,regular,PE,2025-07-15T23:17:47.101219
000009526,Pessoa Física,Email,1,quero negociar.,Média,166.77,12,397.41,ruim,RJ,2025-03-10T12:23:40.030700
000000305,Pessoa Física,Telefone,2,como posso pagar.,Baixa,180.52,4,531.36,bom,MG,2025-07-17T01:42:21.045249
000009949,Pessoa Jurídica,Telefone,3,segunda via do boleto. o mais rápido possível,Baixa,108.71,7,350.57,bom,CE,2025-04-19T09:22:49.003084
000000603,Pessoa Física,Chat,3,ajuda temporária. aguardo uma resposta,Média,50.18,23,222.41,ruim,SP,2024-12-27T18:15:37.504532
000009743,Pessoa Física,Email,2,segunda via do boleto.,Baixa,118.85,10,172.51,bom,DF,2025-06-01T12:29:18.062189
000005517,Pessoa Jurídica,Telefone,1,como posso pagar. por favor,Baixa,173.49,20,248.45,regular,RS,2024-10-30T22:59:31.098368
000005609,Pessoa Física,Email,2,dúvida sobre a fatura. o mais rápido possível,Baixa,172.96,6,391.86,bom,PR,2025-09-07T11:54:44.118773
000008274,Pessoa Física,Telefone,4,quero negociar.,Média,115.98,13,307.67,ruim,MG,2025-04-30T05:23:06.307389
000001721,Pessoa Jurídica,Chat,4,renegociar valores. muito obrigado,Média,124.87,15,311.56,ruim,RJ,2025-03-29T05:52:22.111808
000008613,Pessoa Física,Telefone,2,segunda via do boleto.,Baixa,113.9,12,292.45,regular,PR,2025-05-06T18:56:53.722718
000001093,Pessoa Física,Telefone,1,preciso de informação.,Baixa,96.25,6,424.06,bom,PR,2025-03-20T13:55:57.253753
000009397,Pessoa Jurídica,Chat,4,dúvida sobre a fatura.,Baixa,51.37,14,223.29,bom,SP,2025-04-23T05:57:14.044050
000008196,Pessoa Física,Telefone,2,consulta de valores. o mais rápido possível,Baixa,140.79,25,594.42,bom,ES,2025-07-29T17:50:42.447788
000002403,Pessoa Física,Telefone,1,preciso de um desconto.,Média,100.66,67,404.77,bom,AM,2024-12-05T20:29:14.477509
000004189,Pessoa Física,Chat,2,proposta de pagamento,Média,128.59,32,149.36,bom,PR,2025-09-16T15:13:59.564151
000008799,Pessoa Jurídica,Chat,3,segunda via do boleto,Baixa,147.12,5,235.03,bom,MG,2024-10-27T22:21:07.755897
000001232,Pessoa Física,Email,4,preciso de informação.,Baixa,156.15,8,613.48,bom,PR,2024-11-11T05:25:03.701344
000007845,Pessoa Física,Chat,1,segunda via do boleto.,Baixa,92.47,3,312.49,bom,RJ,2025-07-26T20:06:06.568860
000008871,Pessoa Jurídica,Telefone,4,como posso pagar. o mais rápido possível,Baixa,80.93,4,299.1,regular,SP,2025-07-11T05:35:57.372370
000007549,Pessoa Física,Chat,3,como posso pagar.,Baixa,143.54,7,555.17,bom,MG,2025-02-17T21:37:52.816106
000009635,Pessoa Física,Telefone,3,proposta de pagamento.,Média,146.44,6,680.28,ruim,SP,2025-04-01T01:03:39.472474
000001095,Pessoa Física,Telefone,4,como posso pagar.,Baixa,97.46,6,345.06,bom,SP,2025-05-31T15:02:03.016933
000004002,Pessoa Física,Chat,3,preciso de informação,Baixa,159.79,7,335.92,bom,SP,2024-11-04T13:46:44.132781
000000771,Pessoa Jurídica,Chat,1,dúvida sobre a fatura.,Baixa,118.48,8,157.82,bom,RN,2025-07-27T22:06:31.300278
000002415,Pessoa Física,Chat,4,segunda via do boleto.,Baixa,90.28,4,246.31,regular,SP,2025-08-22T13:42:36.072624
000000706,Pessoa Física,Chat,4,dúvida sobre a fatura.,Baixa,80.68,8,309.76,bom,RJ,2025-08-28T09:54:49.281155
000002796,Pessoa Física,Telefone,1,preciso de informação. por favor,Baixa,139.53,24,296.86,bom,PR,2025-05-22T20:22:33.462429
000009489,Pessoa Jurídica,Email,2,segunda via do boleto. o mais rápido possível,Baixa,129.61,7,191.86,bom,RS,2024-10-02T13:48:15.183079
000002826,Pessoa Física,Email,2,dúvida sobre a fatura.,Baixa,135.19,5,675.27,regular,SP,2024-11-25T02:20:51.262332
000005315,Pessoa Física,Chat,2,segunda via do boleto.,Baixa,75.76,3,202.7,bom,MT,2024-11-26T00:11:01.544354
000007700,Pessoa Física,Chat,4,preciso de informação.,Baixa,30.99,15,57.8,bom,RJ,2025-04-14T13:02:57.694137
000001506,Pessoa Física,Email,4,parcelamento da dívida. aguardo uma resposta,Média,144.43,37,239.5,ruim,DF,2025-02-21T22:40:57.853481
000000698,Pessoa Física,Chat,2,como posso pagar.,Baixa,168.03,3,747.92,bom,RJ,2025-05-01T14:11:47.085978
000000298,Pessoa Física,Telefone,3,dúvida sobre a fatura.,Baixa,55.23,17,236.3,bom,SP,2024-12-12T23:21:17.876953
000006266,Premium,Chat,3,segunda via do boleto,Baixa,103.17,22,356.28,bom,RO,2025-06-08T10:12:03.358063
000006753,Pessoa Jurídica,Redes Sociais,1,como posso pagar.,Baixa,225.57,19,719.28,bom,PR,2025-01-26T03:24:28.581568
000000343,Pessoa Física,Telefone,1,quero negociar.,Média,142.53,42,684.96,bom,RN,2025-04-28T19:05:40.049720
000006787,Pessoa Física,Email,1,quero negociar.,Média,172.31,41,329.64,bom,SC,2025-09-01T01:07:03.912050
000005113,Pessoa Jurídica,Físico,3,dúvida sobre a fatura. o mais rápido possível,Baixa,185.18,3,492.87,regular,RJ,2025-01-21T17:48:06.147055
000004694,Pessoa Física,Email,4,segunda via do boleto. muito obrigado,Baixa,100.63,10,110.56,bom,ES,2025-09-12T01:13:17.829094
000001009,Pessoa Física,Telefone,1,preciso de um desconto. aguardo uma resposta,Média,213.65,23,571.38,ruim,SP,2025-03-10T06:54:04.223812
000005761,Pessoa Jurídica,Telefone,3,renegociar valores.,Média,50.48,61,128.06,bom,RS,2025-09-26T09:15:05.236772
000006090,Pessoa Física,Chat,2,proposta de pagamento.,Média,140.36,33,673.44,ruim,RJ,2025-02-05T05:55:45.930410
000009440,Pessoa Física,Telefone,1,segunda via do boleto.,Baixa,133.81,5,325.55,bom,MG,2024-11-04T02:51:37.054687
000005528,Pessoa Física,Chat,2,segunda via do boleto.,Baixa,75.87,8,329.21,regular,GO,2024-10-05T11:21:35.104811
000009718,Pessoa Física,Telefone,1,renegociar valores. por favor,Média,90.32,30,367.27,ruim,PA,2025-09-27T18:55:25.546103
000006903,Pessoa Física,Chat,2,segunda via do boleto,Baixa,95.46,14,151.69,regular,BA,2025-02-27T03:17:09.150627
000004336,Pessoa Física,Telefone,4,renegociar valores. o mais rápido possível,Média,62.2,17,301.72,ruim,SP,2024-11-18T02:18:39.457337
000000377,Pessoa Física,Email,4,segunda via do boleto.,Baixa,63.47,20,223.66,bom,SP,2025-01-17T22:56:25.741333
000009591,Pessoa Jurídica,Telefone,4,como posso pagar. aguardo uma resposta,Baixa,107.16,4,362.87,bom,SC,2025-02-14T08:42:27.377668
000009545,Pessoa Física,Telefone,1,preciso de um desconto. aguardo uma resposta,Média,100.59,39,105.3,regular,MS,2025-04-20T23:35:01.350122
000007381,Pessoa Física,Chat,3,renegociar valores. por favor,Média,93.74,40,355.92,bom,ES,2024-10-21T21:53:22.533183
000009931,Premium,Email,1,segunda via do boleto.,Baixa,153.29,14,187.4,regular,SP,2025-06-16T09:37:18.419056
000005499,Pessoa Física,Telefone,2,preciso de informação.,Baixa,89.97,21,156.68,bom,SP,2025-07-29T06:42:52.692960
000007535,Premium,Chat,2,consulta de valores,Baixa,130.72,23,182.29,regular,PE,2025-02-10T17:14:25.965937
000006803,Pessoa Física,Telefone,3,ajuda temporária.,Média,119.96,6,301.44,ruim,CE,2025-08-13T01:40:48.706283
000008629,Pessoa Física,Telefone,4,dúvida sobre a fatura.,Baixa,107.38,4,449.15,bom,CE,2025-08-14T16:31:41.760020
000006260,Pessoa Física,Chat,4,consulta de valores. muito obrigado,Baixa,65.28,2,249.99,bom,RN,2024-12-27T10:15:21.512658
000003402,Pessoa Física,Chat,2,preciso de um desconto.,Média,113.17,49,161.47,regular,RJ,2025-06-15T23:41:48.552218
000003101,Pessoa Física,Telefone,3,consulta de valores.,Baixa,94.34,10,395.65,regular,SP,2025-02-23T12:14:59.403183
000002476,Pessoa Física,Chat,2,como posso pagar.,Baixa,158.46,3,450.56,bom,MT,2025-01-26T16:48:57.524027
000002813,Pessoa Física,Email,2,preciso de informação. muito obrigado,Baixa,145.54,14,164.54,bom,SC,2025-02-19T07:37:48.819098
000000667,Pessoa Física,Redes Sociais,4,como posso pagar.,Baixa,96.48,3,182.86,regular,SC,2025-02-18T20:53:45.394496
000005369,Pessoa Física,Telefone,2,preciso de informação.,Baixa,84.27,3,348.94,bom,MG,2025-04-19T14:34:07.680555
000004753,Pessoa Física,Telefone,2,preciso de informação. aguardo uma resposta,Baixa,84.23,15,331.29,regular,CE,2025-06-01T11:23:43.044066
000001533,Pessoa Física,Email,4,consulta de valores.,Baixa,110.15,15,193.14,regular,SC,2025-03-24T22:47:49.812591
000002646,Pessoa Física,Chat,4,dúvida sobre a fatura.,Baixa,161.96,18,186.58,bom,PE,2024-12-10T06:08:22.637335
000000363,Pessoa Física,Telefone,3,preciso de informação. por favor,Baixa,167.21,22,364.65,regular,SC,2025-02-19T23:27:22.702463
000002260,Pessoa Física,Chat,2,como posso pagar. por favor,Baixa,13.34,23,55.76,bom,PE,2025-09-05T03:58:33.761115
000001265,Pessoa Física,Email,3,segunda via do boleto. aguardo uma resposta,Baixa,180.74,13,859.16,bom,TO,2025-08-05T07:05:58.754886
000007586,Pessoa Física,Telefone,1,como posso pagar. aguardo uma resposta,Baixa,115.28,22,379.45,bom,PR,2024-11-27T20:27:30.172168
000008264,Pessoa Física,Redes Sociais,2,preciso de informação. por favor,Baixa,64.99,9,88.67,bom,SP,2025-10-01T19:38:55.020886
000003231,Pessoa Física,Email,4,segunda via do boleto.,Baixa,117.95,13,354.83,regular,SP,2025-06-04T05:49:36.449794
